v2x_delay,e2e_delay,distance
71,169,112.9811013
46,388,112.9811013
70,1527,112.9811013
53,618,112.9811013
56,863,112.9811013
88,123,112.9737732
81,1383,112.9737732
89,1541,112.9737732
64,319,126.314253
60,279,126.314253
81,1414,126.314253
77,508,126.314253
35,1015,126.314253
69,1500,126.314253
76,544,126.314253
61,1334,126.3144775
70,1541,139.84513
80,232,139.84513
66,1254,139.84513
50,638,139.84513
97,792,139.84513
53,644,153.4582021
59,175,153.4582021
66,692,153.4582021
66,1371,153.4582021
60,1047,153.4655325
75,1179,153.4655325
56,1213,153.4655325
59,1422,153.4655325
55,81,153.4655325
47,374,153.4655325
68,535,153.4655325
45,590,153.4655325
64,1353,153.4655325
60,825,153.4655325
65,1549,153.4728629
61,1057,153.4728629
76,935,167.319506
62,452,167.319506
61,192,167.319506
72,1284,167.319506
46,1398,180.9650373
64,801,180.9650373
70,641,180.9650373
48,693,180.9650373
73,1218,180.9650373
88,283,180.9650373
48,871,180.9650373
106,750,180.9650373
52,471,180.9650373
18,1413,180.9650373
69,1147,180.9650373
74,956,180.9650373
52,644,180.9650373
47,241,180.9650373
59,1325,180.972368
60,541,180.972368
56,608,194.7757131
64,561,194.7757131
67,1554,194.7757131
63,1166,194.7757131
46,573,194.7757131
74,909,194.7757131
70,489,194.7757131
62,994,194.7757131
40,1287,195.2007704
50,1490,195.2079908
79,308,195.2005508
56,305,195.2227619
81,151,195.2079908
69,1456,209.0267128
60,798,209.0267128
59,212,209.0192413
60,106,209.0193826
59,224,209.0264308
53,693,209.5900319
43,1205,209.5900319
59,1258,237.2096277
51,1309,237.2096277
50,1101,237.2022979
53,242,237.2022979
50,224,237.2022979
56,1478,237.2022979
54,1133,237.2022979
57,1365,237.2022979
70,97,237.297585
52,1484,237.297585
51,1448,237.297585
42,266,237.297585
49,938,237.297585
65,1431,237.297585
58,1424,237.297585
52,1290,237.297585
47,50,237.297585
49,318,237.297585
65,657,237.3049147
48,88,251.1538436
48,604,251.1538436
61,1025,251.1538436
54,1436,251.1538436
51,52,251.1538436
62,1558,251.1538436
58,892,251.1538436
50,1053,251.1538436
50,1239,251.1538436
57,117,251.1538436
53,213,251.1538436
71,415,265.1580018
60,1385,265.1580018
54,141,265.1582387
60,1335,265.1582387
57,1483,265.1582387
54,1066,265.1582387
55,828,265.1582387
44,405,265.1582387
46,729,265.1655679
51,608,265.1655679
62,1489,265.1655679
46,909,265.1655679
57,307,279.0825633
56,995,279.0825633
52,884,279.0825633
69,920,279.0825633
49,464,279.0825633
44,489,279.0825633
43,686,279.0898921
51,1040,292.9519232
53,179,292.9519232
42,1208,292.9519232
49,1505,292.9519232
49,513,292.9519232
43,764,292.9519232
51,724,292.9519232
45,800,292.9519232
49,175,292.9519232
46,1315,292.9595416
45,70,292.9595416
58,301,292.9595416
47,1109,306.8609138
47,332,306.8609138
58,1058,306.8609138
61,823,306.8609138
59,781,306.8609138
56,860,306.8609138
50,1234,306.8609138
58,911,306.8682419
48,1260,320.8036639
50,1366,320.8036639
53,1525,320.8036639
51,645,320.8036639
81,1161,688.7549555
59,1459,320.8036639
44,419,334.6950783
56,1391,334.6950783
53,1413,334.6950783
38,610,334.6950783
57,1426,334.7027334
50,295,334.7027334
51,237,334.7027334
53,350,334.7027334
50,547,334.7027334
57,1061,334.7027334
49,469,334.7027334
54,216,334.7027334
98,723,674.8610537
68,359,334.7027334
48,1376,334.7027334
66,1127,334.7027334
81,1226,646.9357875
61,999,362.6254753
86,881,362.6254753
51,607,362.6254753
55,1183,362.6254753
59,634,362.6254753
54,727,362.6254753
59,170,362.6254753
50,207,362.6254753
66,675,362.6254753
60,1153,362.6331476
46,468,362.6331476
58,1047,362.6331476
55,1500,362.6331476
64,162,362.6331476
59,893,362.6331476
49,668,362.6331476
66,1392,362.6331476
58,704,362.6331476
62,1042,362.6331476
46,805,362.6331476
80,264,362.6331476
56,751,418.9455385
58,892,418.9455385
49,215,418.9455385
39,799,418.9455385
57,1291,418.9455385
45,1517,418.9455385
39,1339,418.9455385
70,339,418.9455385
68,1506,418.9459074
60,1442,418.9459074
66,559,418.9459074
51,1254,418.9459074
66,1049,418.9459074
70,191,418.9459074
53,1523,418.9459074
52,1406,418.9459074
90,475,418.9459074
51,864,418.9459074
57,713,418.9459074
70,649,418.9459074
45,595,418.9459074
67,431,418.9459074
53,105,418.9459074
59,976,418.9459074
58,1227,418.9459074
58,1007,418.9459074
61,935,418.9459074
70,625,418.9459074
87,209,590.5993715
69,1159,418.9385806
74,1278,418.9385806
94,1431,590.5993715
75,1074,418.9385806
88,1002,590.5993715
67,399,418.9385806
72,562,590.5993715
54,389,418.9385806
93,327,418.9385806
54,82,432.9555816
95,373,576.5895876
60,571,432.9555816
64,177,576.5895876
66,1543,432.9555816
80,792,432.9555816
93,786,576.5830028
75,1266,432.9559509
90,503,432.9559509
60,76,432.9559509
89,979,576.5830028
102,1601,576.5830028
110,1495,432.9559509
65,1029,432.9559509
74,887,576.5830028
63,796,432.9559509
84,1274,576.5830028
82,615,576.5830028
96,681,432.9559509
62,947,432.9559509
25,1310,432.9559509
52,649,432.9559509
90,788,432.9559509
92,1119,576.5764182
72,1156,432.9559509
61,738,432.9559509
101,1474,562.726379
47,808,446.8088788
85,1109,562.726379
77,1033,562.726379
90,957,446.8088788
77,384,446.8088788
60,1320,446.8088788
95,1564,562.726379
66,344,446.8088788
23,1447,446.8088788
49,1414,446.8088788
97,1460,446.8015521
119,406,562.7271157
72,1385,562.7271157
37,1173,460.765547
49,1456,460.765547
92,425,548.7653165
70,1392,460.765547
77,1215,548.7653165
60,1471,460.765547
75,1476,548.7653165
60,100,460.765547
72,775,548.7653165
78,966,548.7653165
66,639,548.7653165
28,1186,460.765547
58,545,460.765547
79,1263,548.7653165
64,188,460.765547
71,1123,548.758745
74,990,460.765547
88,888,460.765547
79,1313,548.758745
91,1121,460.765547
89,302,548.758745
27,753,548.758745
76,272,474.9103894
89,1073,474.9103894
98,338,534.6049943
78,877,474.9103894
83,229,474.9103894
89,888,534.6049943
61,537,488.9741571
71,1524,520.5400308
59,1435,488.9741571
66,1048,520.5400308
72,1439,488.9741571
88,111,520.5400308
78,501,488.9741571
71,1286,488.9741571
73,978,488.9741571
55,877,488.9741571
95,1531,520.540777
71,1128,488.9741571
75,1034,488.9741571
109,1468,520.540777
58,541,488.9741571
73,1210,488.9741571
79,568,502.8113676
65,509,502.8113676
99,1378,502.8113676
94,452,506.7151936
51,1530,502.8113676
149,960,506.7151936
118,430,502.8113676
110,401,506.7078799
70,1287,506.7078799
42,1322,502.8109757
88,310,506.7078799
112,1080,517.0700525
72,1121,517.0700525
109,415,492.4439134
33,1204,517.0700525
84,1562,517.0700525
98,241,492.4446743
47,1470,517.0700525
50,900,517.0700525
104,269,492.4446743
76,1328,492.4446743
109,156,517.0700525
43,1321,517.0700525
84,391,492.4446743
87,1223,492.4446743
100,1133,517.0700525
77,192,517.0700525
112,1404,492.4446743
90,876,517.0700525
101,606,492.4446743
61,604,517.0700525
105,705,492.4446743
79,1205,492.4446743
83,275,517.0700525
118,846,449.2738778
80,478,560.211919
85,618,449.2738778
51,986,560.211919
79,1510,449.2738778
88,955,560.211919
86,1112,449.2738778
70,422,560.211919
95,264,449.2738778
80,820,560.211919
86,933,449.2738778
87,450,560.211919
90,551,449.2738778
71,700,560.211919
83,1252,449.2738778
86,675,560.211919
97,440,449.2738778
56,297,560.211919
96,1369,449.2738778
76,220,449.2738778
66,973,560.2114909
95,1064,449.2738778
109,818,449.2738778
34,1357,560.2114909
78,869,560.2114909
95,814,449.2738778
67,954,560.2114909
92,1333,449.2738778
77,1348,560.2114909
74,498,449.2738778
52,991,560.2114909
92,810,449.2738778
86,577,449.2738778
100,102,560.2114909
64,830,560.2114909
91,1077,449.2738778
73,405,560.2114909
94,585,449.2738778
76,444,449.2738778
30,983,560.2041654
64,304,560.2041654
90,920,449.2819523
72,1205,560.2041654
74,1036,449.2819523
104,950,449.2819523
115,952,560.2041654
60,60,560.2041654
61,231,560.2041654
145,390,449.2819523
104,162,560.2041654
15,407,560.2041654
66,1231,560.2041654
106,910,449.2819523
119,304,449.2819523
26,880,449.2819523
80,433,449.2819523
67,862,560.2041654
115,412,449.2819523
87,613,449.2819523
100,1300,560.1964121
49,784,560.1964121
47,1479,360.6786084
85,784,648.7704961
73,225,648.7704961
58,842,648.7704961
101,776,360.6786084
67,296,648.7704961
74,286,648.7704961
121,660,360.6786084
58,659,648.7704961
105,797,360.6786084
72,1260,648.7631718
76,313,648.7631718
92,522,648.7631718
107,1188,360.6786084
51,1203,648.7631718
113,1165,360.6786084
97,444,648.7631718
62,1477,648.7631718
110,1030,360.6786084
70,1026,648.7631718
97,384,360.6786084
80,1174,360.6786084
16,1448,648.7631718
56,485,648.7631718
70,1126,648.7631718
52,376,360.6859217
85,433,360.6859217
76,310,648.7631718
112,1156,648.7631718
51,1361,648.7627018
79,1240,648.7627018
48,1457,648.7627018
77,361,648.7627018
50,439,648.7627018
116,695,360.6859217
78,1386,648.7627018
124,406,360.6859217
76,1362,648.7627018
97,1185,360.6859217
115,1418,648.7627018
48,748,648.7627018
101,388,360.6859217
71,1551,648.7627018
54,912,648.7553775
107,904,360.6859217
76,1523,648.7553775
79,1176,360.6859217
74,1329,648.7553775
120,586,360.6859217
58,1042,648.7553775
88,777,648.7553775
101,890,360.6859217
62,340,648.7553775
95,900,360.6859217
72,663,648.7553775
91,302,360.6859217
108,1346,648.7553775
59,289,648.7553775
76,701,648.7553775
84,760,648.7553775
107,445,360.6859217
62,1509,648.7553775
73,952,648.7553775
83,782,360.6859217
68,102,648.7553775
53,1223,648.7553775
101,964,360.6859217
91,144,648.7553775
67,919,648.7553775
111,1202,648.7553775
48,258,648.7553775
50,460,360.6859217
91,1082,360.6859217
64,1247,648.7553775
81,528,648.7553775
56,1170,648.7553775
115,1030,360.6054755
52,1078,648.7553775
100,1524,345.3851198
66,1186,663.9627536
82,362,663.9627536
125,973,345.3778065
61,1038,663.9627536
91,604,345.3778065
90,1255,663.9627536
56,1190,663.9627536
111,224,345.3851198
75,435,663.9627536
126,1561,345.3932001
63,1383,663.9627536
76,877,345.4297667
134,787,345.4297667
115,378,345.4297667
99,1471,345.4297667
107,293,345.4297667
132,1007,329.9280379
106,591,329.9280379
104,849,329.9280379
144,1236,329.9265013
100,1102,329.9265013
61,1094,329.9265013
104,1093,329.9265013
65,952,329.9265013
79,420,298.50725
117,1530,298.50725
85,1143,298.5145621
105,550,298.5145621
50,1376,710.879744
88,938,298.5145621
111,1362,298.5145621
81,268,710.879744
89,1394,298.5145621
64,440,710.879744
33,1185,298.5145621
58,373,710.879744
78,527,298.5145621
72,342,710.879744
123,515,298.5145621
54,1180,710.879744
94,1415,298.5145621
66,249,710.879744
61,1515,710.8719346
116,1520,298.5145621
60,667,710.8719346
128,405,298.5145621
51,1061,726.805922
87,1516,282.5846193
54,353,726.805922
122,1293,282.5846193
51,726,742.7814288
85,1449,266.6154436
62,935,742.7814288
97,854,266.6154436
46,951,742.7814288
105,1157,266.6154436
62,1027,742.7814288
96,725,266.6154436
55,1289,742.7814288
104,1509,266.6154436
38,442,266.6219297
66,759,742.7814288
105,391,266.6219297
48,1178,742.7814288
89,524,266.6219297
46,519,742.7814288
75,905,266.6219297
52,1383,742.7814288
93,859,266.6219297
54,727,742.7814288
95,1204,266.6219297
51,602,742.7814288
75,824,266.6219297
45,879,742.7814288
117,1014,266.6219297
37,403,742.7814288
89,516,266.6219297
52,1521,742.7814288
99,627,266.6219297
25,861,266.6292403
65,1109,742.7814288
87,214,266.6292403
46,594,758.5777334
99,574,250.8368513
39,556,758.5777334
85,383,250.8368513
42,123,758.5777334
86,701,250.8368513
57,91,758.5777334
39,1179,235.1860905
53,1062,774.2305181
72,1422,235.1860905
66,1542,774.2305181
100,1565,235.1860905
51,895,774.2305181
107,136,235.1860905
45,368,774.2305181
85,651,235.1860905
54,1475,774.2305181
95,1137,235.1860905
57,1435,774.2305181
89,504,235.1860905
49,841,774.2305181
93,860,235.1860905
61,938,774.2305181
98,518,235.1860905
103,210,235.1860905
93,338,235.1860905
85,270,235.1860905
28,561,235.1860905
66,407,774.2305181
132,387,235.1860905
60,830,774.2305181
72,463,235.5799309
92,647,235.5790785
85,1255,774.2305181
83,510,235.5726217
48,281,774.2305181
82,973,235.5726217
55,535,789.8951105
82,296,219.9071448
91,465,219.9144534
75,1064,789.8951105
87,1419,219.9135898
53,243,789.8951105
74,306,219.9135898
122,138,219.9135898
82,1049,220.5422026
83,1386,220.5422026
27,1074,220.5422026
80,1546,220.5422026
70,165,789.8946148
95,1423,220.5422026
79,913,204.9675085
91,523,204.9675085
89,627,204.9675085
81,1392,204.9748168
92,857,189.4289996
79,1109,189.4931382
98,969,189.4931382
83,1377,189.4931382
83,1381,189.4931382
103,519,189.4931382
92,666,189.4931382
114,1272,189.4931382
101,1067,189.4931382
90,724,189.4931382
104,1301,189.4931382
99,237,189.499556
80,926,189.499556
88,1226,189.499556
118,1328,174.0358997
87,101,174.0358997
88,732,174.0358997
108,1039,174.0358997
92,1054,174.0358997
96,509,174.0358997
90,1332,174.0358997
26,1365,174.0422919
80,823,158.5657759
77,404,158.5657759
111,1554,158.5657759
62,1112,851.9584234
112,717,158.5657759
57,679,851.9584234
105,808,142.9831279
56,1019,867.5427375
97,1302,142.9831279
118,337,142.9831279
96,910,142.9831279
80,1040,867.5427375
103,862,142.9831279
62,418,867.5427375
59,211,867.5427375
109,529,142.990431
105,509,142.990431
81,516,867.5427375
109,1113,142.990431
95,1404,142.990431
86,750,142.990431
92,329,142.990431
76,851,142.990431
118,1466,142.990431
80,112,142.990431
114,588,127.3855683
76,388,127.3855683
32,788,127.3855683
91,818,127.3855683
93,1310,127.3855683
77,1480,127.3855683
38,1300,127.3855683
53,1431,127.3855683
118,972,127.3855683
89,561,127.3845662
89,1322,127.3845662
98,226,127.3845662
93,571,127.3845662
79,92,111.6638013
31,1429,111.6638013
75,349,96.17573279
86,1296,96.17573279
99,1390,96.17573279
71,589,96.18302925
115,407,96.18302925
83,782,96.18302925
101,676,96.18302925
109,559,96.18302925
86,1485,96.18302925
88,1428,96.18302925
80,1310,96.18302925
85,215,96.18302925
77,693,96.18302925
51,443,929.674072
74,350,80.87064317
89,444,80.87064317
128,1183,80.87064317
96,218,80.87064317
80,1425,80.87064317
72,178,80.87064317
84,704,80.87064317
82,1005,80.87064317
92,1191,80.87064317
80,1241,80.87064317
79,197,80.87064317
101,1116,65.60177478
102,618,65.60177478
86,1200,65.60177478
88,891,65.60177478
76,1496,65.60177478
111,1022,65.60177478
78,541,65.60177478
101,630,65.60177478
82,732,65.60177478
47,803,944.9430862
107,627,65.60906641
77,1485,65.60906641
91,989,50.60792569
93,1220,50.60792569
26,661,50.60792569
83,1227,50.60792569
91,651,50.60792569
79,606,50.60792569
94,466,50.60792569
100,720,50.60792569
99,1592,50.60064109
95,349,50.60064109
79,312,35.91931347
104,1185,35.92658174
92,1113,35.92658174
78,986,35.92658174
24,947,35.92658174
111,1457,35.92658174
93,444,35.92658174
98,1263,35.92658174
76,200,35.92658174
110,852,35.92658174
96,552,35.92658174
82,1331,21.57312004
119,646,21.57312004
91,1194,21.57312004
90,1299,21.57312004
106,1593,21.57312004
101,139,21.56395117
75,140,21.56395117
77,683,21.56395117
115,1125,21.56395117
89,380,7.693877746
75,393,7.693877746
88,1359,7.693877746
90,1248,7.693877746
118,987,7.693877746
78,1284,7.693877746
95,531,7.693877746
26,811,7.693877746
92,690,7.149955997
82,1012,7.149955997
90,934,7.149955997
85,1407,7.149955997
95,1060,7.149955997
100,398,7.149955997
82,1092,7.149955997
112,400,7.156983933
94,584,7.156983933
92,416,20.63711119
81,1434,20.63711119
73,991,20.63711119
79,1086,20.63711119
52,1348,20.63711119
111,1596,20.63711119
95,1086,20.63711119
75,174,20.63711119
77,1176,20.63711119
98,669,20.63711119
106,287,20.63711119
28,373,20.63711119
81,1516,20.63711119
119,971,47.13735351
81,81,47.13735351
90,752,47.13735351
99,643,47.13735351
80,935,47.13735351
94,273,47.14463837
94,338,47.14463837
86,1368,47.14463837
92,373,47.14463837
85,601,47.14463837
95,320,47.14463837
80,1372,47.14463837
70,1482,47.14463837
24,1433,47.14463837
79,1553,47.14463837
82,970,47.1519691
113,1472,47.1519691
90,879,47.1519691
84,1104,47.1519691
94,277,47.1519691
76,236,47.1519691
77,1461,73.17599295
82,208,73.17599295
74,1353,73.17599295
75,958,73.17599295
79,1140,73.17599295
87,961,73.17599295
100,883,73.17599295
92,1111,73.17599295
91,1314,73.17599295
76,1344,73.17599295
88,494,73.17599295
79,1064,73.17599295
113,1446,98.50229685
74,1166,98.50962391
93,217,98.50962391
73,202,98.50962391
90,589,98.50962391
86,1426,98.50962391
105,421,98.50962391
76,1546,98.50962391
89,249,98.50962391
81,507,98.50962391
69,1190,98.50962391
95,989,98.50962391
76,730,98.50962391
77,980,98.50962391
76,407,98.50962391
83,246,98.50962391
87,288,98.50997859
72,1032,98.50997859
75,411,98.50997859
74,905,98.50997859
76,944,98.50997859
86,1122,98.51730563
86,518,98.51730563
78,227,98.51730563
89,1132,98.51730563
81,440,110.3507583
91,919,110.3507583
72,1189,110.3507583
88,210,110.3507583
87,1287,110.3507583
73,161,110.3507583
67,88,110.3580842
88,423,110.3580842
75,1058,110.3580842
84,1315,110.3580842
79,1520,121.5461823
90,829,121.5461823
94,1026,121.5461823
64,555,121.5461823
73,327,121.5461823
75,1295,121.5461823
80,91,121.5466275
77,1248,121.5466275
67,1121,121.5466275
79,621,131.8579705
68,911,131.8579705
77,592,131.8579705
67,258,150.5563815
79,1072,150.5563815
66,207,150.5563815
66,72,150.5563815
65,691,150.5637113
65,1237,150.5637113
71,747,150.5637113
72,1239,150.5637113
71,1340,150.5637113
72,888,150.5637113
66,131,150.5637113
63,285,150.5637113
68,1061,150.5637113
74,331,150.5637113
82,1372,150.5637113
89,880,150.5637113
84,330,150.5637113
73,970,150.5637113
75,1056,150.5637113
78,475,150.5637113
69,351,150.5637113
74,534,150.5637113
68,842,150.5637113
67,323,150.5637113
69,1214,150.5637113
72,1159,158.5373045
79,577,158.5373045
69,1434,158.5373045
81,594,158.5373045
80,1328,158.5373045
85,1085,158.5373045
73,922,158.5373045
79,482,158.5373045
59,1299,158.5373045
83,623,158.5373045
75,1113,158.5373045
80,817,158.5373045
67,311,165.2826731
70,254,165.2826731
93,1181,165.2826731
76,85,165.2826731
83,1221,165.2826731
72,687,165.2826731
63,1244,165.2826731
68,1266,165.2826731
71,720,165.2826731
81,1354,165.2826731
67,520,170.9509373
